fields.item_name,fields.brand_name,healthy
"Cookie Butter Reduced-Fat Milk Ice Cream, Medium",Pinkberry,0
"Pineapple Orange Banana Yogurt, Mini",Pinkberry,1
"Mint Chocolate Cookie Yogurt, Mini",Pinkberry,1
"Chocolate Reduced-Fat Milk Ice Cream, Mini",Pinkberry,1
"Cookie Butter Reduced-Fat Milk Ice Cream, Mini",Pinkberry,1
"Cookies n Cream Reduced-Fat Milk Ice Cream, Medium",Pinkberry,0
"Coconut Milk, Cold Brew, Small",Pinkberry,1
Mini Peanut Butter cups Topping,Pinkberry,1
Cinnamon Crumble Topping,Pinkberry,1
"Original Yogurt, Medium",Pinkberry,0
"Pineapple Yogurt, Large",Pinkberry,0
"Orange Tang Yogurt, Medium",Pinkberry,0
"Pineapple Orange Banana Yogurt, Small",Pinkberry,1
"Peanut Butter Yogurt, Small",Pinkberry,1
"Meyer Lemon Yogurt, Small",Pinkberry,0
Gummy Bears Topping,Pinkberry,1
"Orange Tang Yogurt, Large",Pinkberry,0
"Meyer Lemon Yogurt, Medium",Pinkberry,0
"Chocolate Reduced-Fat Milk Ice Cream, Medium",Pinkberry,0
"Vanilla Bean Yogurt, Large",Pinkberry,0
"Pink Lemonade Yogurt, Small",Pinkberry,0
"Original Yogurt, Take Home",Pinkberry,0
"Chocolate Reduced-Fat Milk Ice Cream, Take Home",Pinkberry,0
"Mint Chocolate Cookie Yogurt, Medium",Pinkberry,0
"Cinnamon Churro Yogurt, Medium",Pinkberry,0
"Vanilla Latte Yogurt, Small",Pinkberry,1
"Just Fruit Tropical Mango, Medium",Pinkberry,0
"Milk Low-Fat Ice Cream, Medium",Pinkberry,0
"Milk Low-Fat Ice Cream, Large",Pinkberry,0
Almond Roca Topping,Pinkberry,1
Chocolate Chips Topping,Pinkberry,1
Coconut Topping,Pinkberry,1
Mochi Topping,Pinkberry,1
Yogurt Chips Topping,Pinkberry,1
Honeydew Topping,Pinkberry,1
Pineapple Topping,Pinkberry,1
Pomegranate Seeds Topping,Pinkberry,1
Chocolate Flavored Sauce Topping,Pinkberry,1
Pomegranate Juice Topping,Pinkberry,1
Agave Nectar Topping,Pinkberry,1
Super Supreme - Small Express Hand Tossed Pizza,Pizza Hut,1
Chicken Supreme - Express Personal Pan Pizza,Pizza Hut,1
Beef - Express Personal Pan Pizza,Pizza Hut,1
Buffalo Chicken - Heart Shape Pizza,Pizza Hut,0
Express Sandwich - Black Forest Ham & Cheese,Pizza Hut,0
Express Sandwich - Roasted Turkey & Provolone,Pizza Hut,0
Express Salads - Garden,Pizza Hut,1
Garlic Bread with Cheese,Pizza Hut,1
Meat Lover's - Large Original Pan Slice,Pizza Hut,0
Super Supreme - Medium Original Pan Slice,Pizza Hut,1
BBQ Beef - Medium Hand Tossed Slice,Pizza Hut,1
Ultimate Cheese Lover's - 18 inch Slice,Pizza Hut,0
Fiesta Taco (Chicken) - Personal Pan Pizza Slice,Pizza Hut,1
Chicken-Bacon Parmesan - Small Hand Tossed Slice,Pizza Hut,1
Cheese - Medium Thin 'N Crispy Slice,Pizza Hut,1
Meat Lover's - Small Original Pan Slice,Pizza Hut,1
Meat Lover's - 18 inch Slice,Pizza Hut,0
Buffalo Chicken - Medium Original Pan Slice,Pizza Hut,1
Super Supreme - Small Thin 'N Crispy Slice,Pizza Hut,1
Fiesta Taco (Chicken) - Small Thin 'N Crispy Slice,Pizza Hut,1
Veggie Lover's - Rectangle Slice,Pizza Hut,1
Pepperoni Lover's - Small Original Pan Slice,Pizza Hut,1
Meat Lover's - Small Thin 'N Crispy Slice,Pizza Hut,1
Fiesta Taco (Beef) - Medium Original Pan Slice,Pizza Hut,1
Fiesta Taco (Chicken) - Small Original Pan Slice,Pizza Hut,1
Backyard BBQ Chicken - Medium Original Pan Slice,Pizza Hut,1
Fiesta Taco (Beef) - Small Thin 'N Crispy Slice,Pizza Hut,1
Buffalo Chicken - Large Hand Tossed Slice,Pizza Hut,1
Fiesta Taco (Chicken) - Small Hand Tossed Slice,Pizza Hut,1
Strawberry Banana Topping,Village Inn,0
Kids' Milk,Village Inn,1
"Lemon Meringue, Slice",Village Inn,0
"Pick 2, Southwest Salad",Village Inn,1
Tres Huevos Rancheros with Pork Carnitas,Village Inn,0
"French Silk, Slice",Village Inn,0
"Gluten-Sensitive, Low-Cholesterol Egg Substitute",Village Inn,1
Garden Veggie Omelette with Egg Whites,Village Inn,0
Diet Pepsi - 32 Oz. To-Go,Village Inn,1
Clucker Dunkers Crispy,Village Inn,0
"V.I.B., Quaker Oatmeal with Bananas",Village Inn,0
"Cheesecake, Slice With Blueberry Topping",Village Inn,0
Mtn Dew,Village Inn,0
Kids' Lemonade,Village Inn,1
Lemon Artichoke Chicken (no side),Village Inn,0
French Toast Combo with Sausage Patty,Village Inn,0
"Lunch/Dinner/Lent Feature, Fish & Chips, Texas Toast & French Fries",Village Inn,0
Kids' Mtn Dew,Village Inn,1
Kids' Diet Pepsi,Village Inn,1
Pepper Jack,Village Inn,1
"2-2-2 Breakfast with Sausage Patty, without Pancakes",Village Inn,0
Iced Tea - 32 Oz. To-Go,Village Inn,1
Mist Twst - 32 Oz. To-Go,Village Inn,0
Triple Play Breakfast Pancakes With Bacon,Village Inn,0
Create Your Own Omelette without Pancakes (no add-ins),Village Inn,0
Green Beans,Village Inn,1
"Gluten-Sensitive, Classy Cobb Salad (No Dressing), Lunch Size",Village Inn,0
Cappuccino,Village Inn,1
Triple Play Breakfast French Toast With Bacon,Village Inn,0
Kids' Chocolate Milk (1% Milk),Village Inn,1
Garden Veggie Omelette with Regular Eggs,Village Inn,0
"V.I.B., 2 Eggs, any style except poached",Village Inn,0
"Slow Roasted Turkey, Mashed Potatoes, Gravy, Cranberry Sauce & Biscuit",Village Inn,0
"Apple Juice, Large",Village Inn,0
Hot Chocolate,Village Inn,0
"Tomato Juice, Large",Village Inn,0
All You Can Eat Fish Fry (second order),Village Inn,0
"Iced Coffee, Mocha",Village Inn,1
Strawberry Limeade,Village Inn,0
"Honey Mustard Dressing, 1.5 oz",Village Inn,0
"12 inch To Go Pizzas Neapolitan, Pineapple",Anthony's Pizza & Pasta,1
"12 inch Dine In Pizzas Neapolitan, Fresh Mozzarella",Anthony's Pizza & Pasta,1
"Neapolitan House Pie Slice, White Sauce Cheese",Anthony's Pizza & Pasta,0
"Gluten Free Pizza, Meatball",Anthony's Pizza & Pasta,1
"Gluten Free Pizza, Green Chilies",Anthony's Pizza & Pasta,1
"Gluten Free Pizza, Fresh Mozzarella",Anthony's Pizza & Pasta,1
"Gluten Free Pizza, Canadian Bacon",Anthony's Pizza & Pasta,1
"Sicilian Pizza, Pepperoncini",Anthony's Pizza & Pasta,1
"Gluten Free Penne Noodles, 4 oz",Anthony's Pizza & Pasta,1
"Neapolitan House Pie Slice, Red Sauce Cheese",Anthony's Pizza & Pasta,0
Old Fashioned Breadsticks *Local Specialty* 1/10 Large (each),Pizza Hut,1
Meatball Sub Sandwich w/ Potato Chips,Pizza Hut,0
Black Forest Ham & Cheese Sandwich *Local Specialty* w/ Straight-Cut Fries,Pizza Hut,0
BBQ Lover's *Local Specialty* - Large Original Stuffed Crust Slice,Pizza Hut,0
BLT *Local Specialty* - Medium Thin 'N Crispy Slice,Pizza Hut,1
Garden Fresh *Local Specialty* - Large Hand Tossed Slice,Pizza Hut,1
Hawaiian *Local Specialty* - Personal Pan Pizza Slice,Pizza Hut,1
BBQ Chicken *Local Specialty* - Personal Pan Pizza Slice,Pizza Hut,1
BLT *Local Specialty* - Large Thin 'N Crispy Slice,Pizza Hut,1
BLT *Local Specialty* - Small Thin 'N Crispy Slice,Pizza Hut,1
Garden Fresh *Local Specialty* - Large Thin 'N Crispy Slice,Pizza Hut,1
Garden Chicken *Local Specialty* - Rectangle Slice,Pizza Hut,1
Garden Fresh *Local Specialty* - Small Hand Tossed Slice,Pizza Hut,1
Badger Special *Local Specialty* - Medium Hand Tossed Slice,Pizza Hut,1
Hawaiian *Local Specialty* - Large Hand Tossed Slice,Pizza Hut,1
American Chicken Club *Local Specialty* - Large Original Pan Slice,Pizza Hut,0
Taco Pizza *Local Specialty* - Large Original Pan Slice,Pizza Hut,0
Garden Chicken *Local Specialty* - Small Original Pan Slice,Pizza Hut,1
Garden Fresh *Local Specialty* - Large Original Pan Slice,Pizza Hut,1
Taco Pizza *Local Specialty* - Medium Thin 'N Crispy Slice,Pizza Hut,1
BBQ Lover's *Local Specialty* - Small Thin 'N Crispy Slice,Pizza Hut,1
Garden Chicken *Local Specialty* - Medium Hand Tossed Slice,Pizza Hut,1
Badger Special *Local Specialty* - Large Hand Tossed Slice,Pizza Hut,1
Badger Special *Local Specialty* - Small Original Pan Slice,Pizza Hut,1
Breadstick Appetizer Sampler *Local Specialty*,Pizza Hut,0
Smaller Appetite Sauteed Spaghetti with Marinara w/ Garlic Bread,Pizza Hut,0
Sauteed Bacon Carbonara w/ Garlic Bread,Pizza Hut,0
Creamy Caesar Dressing for Entree/Shared Salad,Pizza Hut,0
General Tso's Dressing for Entree/Shared Salad,Pizza Hut,1
Balsamic Vinaigrette Dressing for Side/Small Salad,Pizza Hut,1
Sauteed Chicken Alfredo w/ Garlic Bread,Pizza Hut,0
BBQ Chicken (w/ cheddar cheese) - Personal Pan Pizza Slice,Pizza Hut,1
Bacon Cheeseburger (w/ cheddar cheese) - Personal Pan Pizza Slice,Pizza Hut,1
"Sausage, Egg & Cheese Biscuit",Pizza Hut,0
Supreme - Big New Yorker Slice,Pizza Hut,1
Ultimate Cheese Lover's - Big New Yorker Slice,Pizza Hut,1
Buffalo Burnin' Hot Sauce (per 1 Traditional Wing),Pizza Hut,1
Honey BBQ Sauce (per 1 Bone Out Wing),Pizza Hut,1
Hawaiian Teriyaki Sauce (per 1 Bone Out Wing),Pizza Hut,1
Buffalo Medium Sauce (per 1 Bone Out Wing),Pizza Hut,1
Buffalo Burnin' Hot Sauce (per 1 Bone Out Wing),Pizza Hut,1
Hot Cinnamon Apple Pie Caramel Sauce (3 oz),Pizza Hut,0
Pepperoni - Small Express Hand Tossed Pizza,Pizza Hut,1
Extra Pizza BBQ Dipping Sauce,Pizza Hut,0
Lemon Pepper Rub - Traditional Bone-In Wing (each),Pizza Hut,1
Mountain Dew (2 L),Pizza Hut,0
Ranch Dipping Sauce,Pizza Hut,1
Nashville Hot Bone-Out Wing (Each),Pizza Hut,1
Crushed Red Pepper Packet,Pizza Hut,1
The Great Beyond Pizza - Large Hand Tossed Slice,Pizza Hut,1
"Sicilian Pizza, Red Onions",Anthony's Pizza & Pasta,1
"Spaghetti or Penne Noodles, 8 oz",Anthony's Pizza & Pasta,1
"Sicilian Pizza, Feta",Anthony's Pizza & Pasta,1
Sammy's Burger,Sam & Louie's NY Pizza,0
"Veggie Calzone, Small",Sam & Louie's NY Pizza,1
"Original Calzone, Large",Sam & Louie's NY Pizza,1
"Original Calzone, Individual",Sam & Louie's NY Pizza,0
Bar-B-Que Chicken Sandwich,Sam & Louie's NY Pizza,0
Potato Chips,Sam & Louie's NY Pizza,1
California 10 inch Gluten-Free Pizza,Sam & Louie's NY Pizza,0
T-Rex 10 inch Gluten-Free Pizza,Sam & Louie's NY Pizza,0
Philly Hoagie,Sam & Louie's NY Pizza,0
Kids Spaghetti with Meatball,Sam & Louie's NY Pizza,0
"Pepperoni Pizza, 12 inch",Sam & Louie's NY Pizza,1
"Buffalo Jack Pizza, 12 inch",Sam & Louie's NY Pizza,1
"Fireball Pizza, 12 inch",Sam & Louie's NY Pizza,1
"T-Rex Pizza, 12 inch",Sam & Louie's NY Pizza,1
"Veggie Pizza, 12 inch",Sam & Louie's NY Pizza,1
"Pepperoni Pizza, 16 inch",Sam & Louie's NY Pizza,1
"Bacon Cheeseburger Pizza, 16 inch",Sam & Louie's NY Pizza,0
"Carnivore Pizza, 16 inch",Sam & Louie's NY Pizza,0
"Luau Pizza, 16 inch",Sam & Louie's NY Pizza,0
"Canadian Bacon Pizza, 18 inch",Sam & Louie's NY Pizza,1
"5 Cheese Pizza, 18 inch",Sam & Louie's NY Pizza,1
"Bacon Cheeseburger Pizza, 18 inch",Sam & Louie's NY Pizza,1
"Carnivore Pizza, 18 inch",Sam & Louie's NY Pizza,0
"Chicken Cordon Blue Pizza, 18 inch",Sam & Louie's NY Pizza,0
"Manhattan Pizza, 18 inch",Sam & Louie's NY Pizza,0
"Bacon Cheeseburger Gluten-Free Pizza, Slice",Sam & Louie's NY Pizza,1
"Chicken Cordon Bleu Gluten-Free Pizza, Slice",Sam & Louie's NY Pizza,1
"Philly Gluten-Free Pizza, Slice",Sam & Louie's NY Pizza,1
"Cheese Tortellini, Lunch",Sam & Louie's NY Pizza,0
Chicken Parmesan,Sam & Louie's NY Pizza,0
Manicotti,Sam & Louie's NY Pizza,0
Light Italian Dressing,Sam & Louie's NY Pizza,0
"House Salad, Small",Sam & Louie's NY Pizza,1
Bacon Cheeseburger Pizza By The Slice,Sam & Louie's NY Pizza,0
BBQ Chicken Pizza By The Slice,Sam & Louie's NY Pizza,0
Chicken Bacon Ranch Pizza By The Slice,Sam & Louie's NY Pizza,0
Chicken Thai Pie Pizza By The Slice,Sam & Louie's NY Pizza,0
Philly Pizza By The Slice,Sam & Louie's NY Pizza,0
Buffalo Sauce,Sam & Louie's NY Pizza,0
Meatballs,Sam & Louie's NY Pizza,0
"Carnivore Stromboli, Individual",Sam & Louie's NY Pizza,0
Chicken Fajita Omlette,Scrambler Marie's Breakfast Bistro,0
Garden Feta Omelette,Scrambler Marie's Breakfast Bistro,0
Jumpstart Breakfast Sandwich,Scrambler Marie's Breakfast Bistro,0
Fiesta Chicken Salad,Scrambler Marie's Breakfast Bistro,1
Berry Nutty Pancakes Tall Stack,Scrambler Marie's Breakfast Bistro,0
Add Chocolate Chips,Scrambler Marie's Breakfast Bistro,0
Add Whip Cream,Scrambler Marie's Breakfast Bistro,0
Stuffed French Toast,Scrambler Marie's Breakfast Bistro,0
"The Lite, Scrambled",Scrambler Marie's Breakfast Bistro,0
"The Patriot Biscuits & Gravy, Scrambled",Scrambler Marie's Breakfast Bistro,0
Spinach & Portabella Mushroom Omelette,Scrambler Marie's Breakfast Bistro,0
Three Cheese Omelette,Scrambler Marie's Breakfast Bistro,0
Wisconsin Scrambled,Scrambler Marie's Breakfast Bistro,0
Traditional Benny,Scrambler Marie's Breakfast Bistro,0
Flag City Skillet,Scrambler Marie's Breakfast Bistro,0
Veggie Delight Omelette,Scrambler Marie's Breakfast Bistro,1
"Toast, Rye",Scrambler Marie's Breakfast Bistro,1
"Muffin, Cranberry Orange",Scrambler Marie's Breakfast Bistro,0
Sausage Links,Scrambler Marie's Breakfast Bistro,1
Garlic Portabella And Swiss Angus Burger,Scrambler Marie's Breakfast Bistro,0
Monte Cristo,Scrambler Marie's Breakfast Bistro,0
1/2 Monte Cristo,Scrambler Marie's Breakfast Bistro,0
1/2 Pastrami Ruben,Scrambler Marie's Breakfast Bistro,0
Italian Wedding Soup,Scrambler Marie's Breakfast Bistro,0
Kid's Scrambled Egg,Scrambler Marie's Breakfast Bistro,0
Grapefruit Juice,Scrambler Marie's Breakfast Bistro,1
Tomato Juice,Scrambler Marie's Breakfast Bistro,1
Tea,Scrambler Marie's Breakfast Bistro,1
Mountain Dew,Scrambler Marie's Breakfast Bistro,0
Raspberry Vinaigrette Dressing,Scrambler Marie's Breakfast Bistro,1
Club MFP Sandwich on Wheat,My Friend's Place,0
Egg Salad BLT Sandwich on White,My Friend's Place,0
Ham Sandwich on Rye,My Friend's Place,0
Blue Cheese Dressing,My Friend's Place,1
Horseradish Sauce,My Friend's Place,1
"Lite Olive Oil, Balsamic Vinaigrette Dressing",My Friend's Place,1
All American Sandwich on French Bread,My Friend's Place,0
Grilled Chicken Mushroom Melt on French Bread,My Friend's Place,0
Mini Tuna Melt,My Friend's Place,0
New Yorker Sandwich on Rye with Mustard,My Friend's Place,0
Turkey Bacon Sandwich with Creamy Italian Dressing,My Friend's Place,0
Kids Ham Sandwich,My Friend's Place,0
Chicken Caesar Salad,My Friend's Place,0
Side of Cole Slaw,My Friend's Place,0
Tuna Salad Salad,My Friend's Place,0
Chicken Salad Sandwich on Wheat,My Friend's Place,0
Tuna and Egg Salad Sandwich on Wheat,My Friend's Place,0
Californian Wrap without Dressing,My Friend's Place,0
Southwest Turkey Wrap with Ranch Dressing,My Friend's Place,0
Vegetable Beef Barley,My Friend's Place,0
Onion Rings,Happi House Restaurant,0
"Happi Rice Bowl, Chicken",Happi House Restaurant,0
"Happi Rice Bowl, Pork",Happi House Restaurant,0
"Kids Meal, Beef",Happi House Restaurant,1
Shrimp Tempura,Happi House Restaurant,0
"Sandwich, Pork",Happi House Restaurant,0
"Broccoli Cheddar Soup, Bowl",Panera Bread,0
"Souffle, Spinach & Bacon",Panera Bread,0
Classic White Loaf,Panera Bread,1
French Baguette,Panera Bread,1
"Greek Dressing, Whole",Panera Bread,0
Kids Ham on White Whole Grain,Panera Bread,0
"Napa Almond Chicken Salad on Country Rustic Sourdough, Whole",Panera Bread,0
"Roasted Turkey & Avocado Blt on Country Rustic Sourdough, Half",Panera Bread,1
Whole Grain Lahvash,Panera Bread,1
Scrambled Egg & Cheese on Artisan Ciabatta,Panera Bread,0
"Asiago Bacon, Egg & Cheese on Asiago Cheese Bagel",Panera Bread,0
"Chicken Noodle Soup, Cup",Panera Bread,0
Greek Yogurt with Mixed Berries,Panera Bread,1
Coconut Macaroon Cookie,Panera Bread,1
Lemon Drop Flavored Cookie,Panera Bread,0
"Green Goddess Cobb Salad with Chicken, Whole",Panera Bread,0
"Drive Thru, Mountain Dew, 32 fl oz",Panera Bread,0
"Drive Thru, Dr. Pepper, 20 fl oz",Panera Bread,1
"Drive Thru, Diet Mountain Dew, 20 fl oz",Panera Bread,1
"Tropicana Light Lemonade, 32 fl oz",Panera Bread,1
"Drive Thru, Sweet Tea, 32 fl oz",Panera Bread,1
"Cold Brew Coffee, 20 fl oz",Panera Bread,1
Sweet Tea 32 fl oz,Panera Bread,0
"Drive Thru, Unsweetened Black Tea, 20 fl oz",Panera Bread,1
"Sierra Mist, Can",Panera Bread,0
"Drive Thru, Mist Twist, 32 fl oz",Panera Bread,0
"Coke, 32 fl oz",Panera Bread,0
"Sprite, Bottle",Panera Bread,0
Baja Grain Bowl,Panera Bread,0
"Madagascar Vanilla Latte, 16 fl oz",Panera Bread,0
"Plain Cream Cheese Spread, 1.75 oz",Panera Bread,0
"Drive Thru, Fanta Orange, 20 fl oz",Panera Bread,0
Kids Stonyfield Organic Low Fat Mixed Berry Yogurt Squeezers,Panera Bread,1
"Chipotle Chicken, Scrambled Egg & Avocado Wrap",Panera Bread,0
"Frozen Strawberry Lemonade with Fresh Strawberries, 16 fl oz",Panera Bread,1
Mini Brownie,Panera Bread,1
Over Easy Egg,Panera Bread,0
"Dasani Lemon, Can",Panera Bread,1
"Diet Coke, 20 fl oz",Panera Bread,1
"Substitute Almond Milk, 8 fl oz",Panera Bread,1
"Southwest Chicken Tortilla Soup, Bowl",Panera Bread,0
"Drive Thru, Coke, 32 fl oz",Panera Bread,0
Additional Shot of Espresso,Panera Bread,1
"Tropicana Lemonade, 20 fl oz",Panera Bread,0
"Drive Thur, Powerade Mountain Blast, 32 fl oz",Panera Bread,0
"Iced Madagascar Vanilla Latte, 20 fl oz",Panera Bread,0
"Fanta Orange, 20 fl oz",Panera Bread,0
Additional Shot of Espresso Decaf,Panera Bread,1
Cocoa & Creme Cookie,Panera Bread,1
"Diet Pepsi, Can",Panera Bread,1
Mediterranean Grain Bowl,Panera Bread,0
Pineapple Chicken,Manchu Wok,1
Sweet & Sour Chicken Tenders,Manchu Wok,1
Kung Pao Chicken,Manchu Wok,1
"Giardineiera Pizza, Original Crust Pizza for One",Papa John's,1
"Chicken & Veggie Pizza, Pan Crust",Papa John's,1
Sausage for Original Crust Medium Pizza,Papa John's,1
Light Original Sauce for Original Crust Large Pizza,Papa John's,1
"Egg and Cheese Pizza, Original Crust Large",Papa John's,0
"Double Bacon Six Cheese Pizza, Original Crust Pizza for One",Papa John's,1
Beef for Original Crust Pizza for One,Papa John's,1
"Ultimate Pepperoni Pizza, Original Crust Small",Papa John's,1
Original Sauce for Original Crust Large Pizza,Papa John's,1
"Smokehouse Bacon & Ham Pizza, Pan Crust",Papa John's,0
"Spicy Italian Pizza, Pan Crust",Papa John's,0
Three Cheese Blend for Thin Crust Pizza,Papa John's,1
Pineapple for Original Crust Extra Large Pizza,Papa John's,1
Light Cheese for Extra Large Original Crust Pizza,Papa John's,1
Spinach Alfredo Sauce for Original Crust Extra Large Pizza,Papa John's,1
Bacon for Gluten Free Pizza,Papa John's,1
"Defender Pizza, Original Crust Pizza for One",Papa John's,0
"Hearty Italian Meats Pizza, Pan Crust",Papa John's,0
"Ham,Egg,Cheese Pizza, Original Crust Pizza for One",Papa John's,1
Canadian Bacon for Original Crust Large Pizza,Papa John's,1
Extra BBQ Sauce for Original Crust Small Pizza,Papa John's,1
Black Olives for Original Crust Small Pizza,Papa John's,1
Spinach Alfredo Sauce for Original Crust Large Pizza,Papa John's,1
Beef for Pan Crust Pizza,Papa John's,1
"Jack-O-Lantern Pizza, Original Crust Large",Papa John's,0
Pineapple for Original Crust Pizza for One,Papa John's,1
"Hawaiian with Cream Cheese Pizza, Thin Crust",Papa John's,1
Pepperoni for Original Crust Medium Pizza,Papa John's,1
Light Spinach Alfredo Sauce for Original Crust Extra Large Pizza,Papa John's,1
Three Cheese Blend for Original Crust Medium Pizza,Papa John's,1
Italian Sausage for Original Crust Pizza for One,Papa John's,1
"Hearty Italian Meats Pizza, Original Crust Small",Papa John's,1
Parmesan/Romano for Pan Crust Pizza,Papa John's,1
Light Ranch Sauce for Original Crust Small Pizza,Papa John's,1
Anchovies for Original Crust Large Pizza,Papa John's,1
Extra Spinach Alfredo Sauce for Original Crust Medium Pizza,Papa John's,1
"Bacon Cheesesticks, 12 inch",Papa John's,1
"Ham Veggie Lite(Ham Delight) Pizza, Original Crust Medium",Papa John's,1
"Chicken BBQ Pizza, Original Crust Small",Papa John's,1
Zesty Italian Hoagie,Papa John's,0
Light BBQ Sauce for Original Crust Extra Large Pizza,Papa John's,1
Roma Tomatoes for Pan Crust Pizza,Papa John's,1
"Pepperoni Specialty Pizza, Thin Crust",Papa John's,1
Parmesan/Romano for Thin Crust Pizza,Papa John's,1
"Cheesesticks, 12 inch",Papa John's,1
"Hearty Italian Meats Pizza, Thin Crust",Papa John's,0
"BBQ Chicken Pizza, Small",Pizza Factory,1
"BBQ Chicken Pizza, Medium",Pizza Factory,1
"Chicken Pizza, Medium",Pizza Factory,1
"Chicken Pizza, X-Large",Pizza Factory,1
Meat Ravioli,Pizza Factory,0
Sausage Sandwich,Pizza Factory,0
BBQ Chicken Sandwich,Pizza Factory,0
Blue Cheese Dressing,Pizza Factory,1
Coke Zero,Pizza Factory,1
Pibb Xtra,Pizza Factory,1
Minute Maid Lemonade,Pizza Factory,1
Powerade Mountain Blast,Pizza Factory,1
Jalapeno Poppers,Pizza Inn,0
"Breadsticks, from scratch, Small",Pizza Inn,0
"Garlic Cheese Bread, Small",Pizza Inn,0
Denver Omelet Breakfast Pizza,Pizza Inn,0
"Garlic Cheese Bread, Large - 1 piece",Pizza Inn,0
Bacon Cheddar Ham Breakfast Pizza,Pizza Inn,0
Garlic Tomato Bread,Pizza Inn,0
Baked Spaghetti,Pizza Inn,1
BBQ Ribs,Pizza Inn,0
Peppered Pi'asta Pasta,Pizza Inn,1
Soft Serve Ice Cream,Pizza Inn,1
Potato with Bacon Soup,Pizza Inn,1
Tator Tots,Pizza Inn,1
"Apple Pizzert, Small, 1 Slice",Pizza Inn,1
"Apple Pizzert, Medium",Pizza Inn,0
"Bavarian Cream Pizzert, Individual",Pizza Inn,0
"Cherry Cobbler, 1 Slice",Pizza Inn,0
Cherry Cobbler,Pizza Inn,0
"Blueberry Pizzert, Medium",Pizza Inn,0
"Glazed Cinnamon Bread, Large",Pizza Inn,0
"Cherry Pizzert, Small, 1 Slice",Pizza Inn,1
"Iced Blueberry Streusel Cake, 1 Slice",Pizza Inn,1
"Iced Peach Streusel Cake, 1 Slice",Pizza Inn,1
Iced Streusel Cake,Pizza Inn,0
"Peach Pizzert, Giant, 1 Slice",Pizza Inn,1
"Peach Pizzert, Large, 1 Slice",Pizza Inn,1
"Pineapple Pizzert, Giant",Pizza Inn,0
"Peach Pizzert, Small",Pizza Inn,0
"Strawberry Pizzert, Individual",Pizza Inn,0
"Pineapple Pizzert, Large, 1 Slice",Pizza Inn,1
"Deluxe Spaghetti, Child",Pizza Inn,0
"Deluxe Spaghetti, Individual or Small",Pizza Inn,0
"A La Carte Pizza, Giant, Italian Style Crust, 2 or More Toppings",Pizza Inn,0
"A La Carte Pizza, Giant, Thin Crust, 2 or More Toppings, 1 Slice",Pizza Inn,1
"Strawberry Pizzert, Small, 1 Slice",Pizza Inn,1
"A La Carte Pizza, Individual, Thin Crust, 2 or More Toppings, 1 Slice",Pizza Inn,1
"A La Carte Pizza, Large, Italian Style Crust, 1 Topping, 1 Slice",Pizza Inn,1
"A La Carte Pizza, Medium, New York Crust, 1 Topping",Pizza Inn,0
"Chicken BBQ Pizza, Thin Crust",Papa John's,0
"New Chicken Poppers, 5 Pieces",Papa John's,0
"Hawaiian Pizza, Original Crust Large",Papa John's,0
"White Veggie Pizza, Gluten Free",Papa John's,1
"The Workin Fire Pizza, Original Crust Large",Papa John's,0
"The Workin Fire Pizza, Original Crust Medium",Papa John's,1
Chicken for Original Crust Extra Large Pizza,Papa John's,1
Ranch Sauce for Original Crust Pizza for One,Papa John's,1
"Big Bonanza Pizza, Gluten Free",Papa John's,1
"Honey Chipotle Wings, 8 Wings",Papa John's,0
"Pepperoni Pizzazz Pizza, Original Crust Small",Papa John's,1
"Garden Special White Pizza, Original Crust Pizza for One",Papa John's,1
"Tuscan Garlic Chicken Pizza, Original Crust Small",Papa John's,1
"New Chicken Poppers, 15 Pieces",Papa John's,0
"Pepperoni Specialty Pizza, Original Crust Medium",Papa John's,1
Banana Peppers for Gluten Free Pizza,Papa John's,1
"Hawaiian BBQ Chicken Pizza, Gluten Free",Papa John's,1
"Dawg Pound Deluxe Pizza, Original Crust Pizza for One",Papa John's,1
Light Spinach Alfredo Sauce for Original Crust Medium Pizza,Papa John's,1
"BBQ Wings, 8 Wings",Papa John's,0
"Pepperoni Pizzazz Pizza, Original Crust Pizza for One",Papa John's,1
Mushroom for Thin Crust Pizza,Papa John's,1
Parmesan/Romano for Original Crust Extra Large Pizza,Papa John's,1
"Taco Pizza Pizza, Thin Crust",Papa John's,0
Extra Spinach Alfredo Sauce for Original Crust Pizza for One,Papa John's,1
"White Pizza Pizza, Original Crust Large",Papa John's,1
"Italian Sausage Pizza, Original Crust Small",Papa John's,1
Pepperoni for Original Crust Extra Large Pizza,Papa John's,1
"Tropical Luau Pizza Pizza, Pan Crust",Papa John's,1
Onion for Original Crust Small Pizza,Papa John's,1
Extra Cheese for Small Original Crust Pizza,Papa John's,1
Light BBQ Sauce for Original Crust Large Pizza,Papa John's,1
"Taco Pizza Pizza, Original Crust Pizza for One",Papa John's,0
Light Original Sauce for Gluten Free Pizza,Papa John's,1
"Island Fresh Pizza, Thin Crust",Papa John's,1
"Garden Fresh Pizza, Pan Crust",Papa John's,1
Three Cheese Blend for Original Crust Small Pizza,Papa John's,1
"Garlic Parmesan Wings, 24 Wings",Papa John's,0
"Big Bonanza Pizza, Original Crust Extra Large",Papa John's,0
"Papa's St Louis Pizza, Original Crust Extra Large",Papa John's,0
"Pepperoni Pizzazz Pizza, Pan Crust",Papa John's,0
Light Ranch Sauce for Pan Crust Pizza,Papa John's,1
BBQ Sauce for Original Crust Large Pizza,Papa John's,1
