,_index,_type,_id,_score,fields.item_name,fields.brand_name,fields.nf_calories,fields.nf_calories_from_fat,fields.nf_total_fat,fields.nf_saturated_fat,fields.nf_trans_fatty_acid,fields.nf_cholesterol,fields.nf_sodium,fields.nf_sugars,fields.nf_protein,healthy,caption_clean,filtered_caption
458,f762ef22-e660-434f-9071-a10ea6691c27,item,c64053302834ce2c337c6d10,1,Footlong Egg White & Cheese Flatbread,Subway,680,180.0,20.0,5.0,0.0,20.0,1960.0,4.0,40.0,0,"['footlong', 'egg', 'white', 'cheese', 'flatbread']","['footlong', 'egg', 'white', 'chees', 'flatbread']"
459,f762ef22-e660-434f-9071-a10ea6691c27,item,c6405330390cfad47119a0a5,1,Footlong Malibu Garden Vegan Patty,Subway,760,180.0,20.0,4.0,0.0,0.0,1560.0,16.0,26.0,0,"['footlong', 'malibu', 'garden', 'vegan', 'patty']","['footlong', 'malibu', 'garden', 'vegan', 'patti']"
460,f762ef22-e660-434f-9071-a10ea6691c27,item,c640533047b92bb9dde9b5af,1,"Footlong Black Forest Ham, Egg White & Cheese",Subway,720,160.0,18.0,5.0,0.0,50.0,2360.0,12.0,50.0,0,"['footlong', 'black', 'forest', 'ham', 'egg', 'white', 'cheese']","['footlong', 'black', 'forest', 'ham', 'egg', 'white', 'chees']"
461,f762ef22-e660-434f-9071-a10ea6691c27,item,c640533048b3722992e4ff06,1,6 inch Crunchy Chicken Enchilada,Subway,580,240.0,26.0,7.0,0.5,20.0,1120.0,10.0,26.0,0,"['6', 'inch', 'crunchy', 'chicken', 'enchilada']","['6', 'inch', 'crunchi', 'chicken', 'enchilada']"
462,f762ef22-e660-434f-9071-a10ea6691c27,item,c640533055be3d490e2e7d70,1,"Footlong Bacon, Egg White & Cheese Flatbread",Subway,860,280.0,30.0,10.0,0.0,40.0,2820.0,6.0,52.0,0,"['footlong', 'bacon', 'egg', 'white', 'cheese', 'flatbread']","['footlong', 'bacon', 'egg', 'white', 'chees', 'flatbread']"
463,f762ef22-e660-434f-9071-a10ea6691c27,item,c64053305a4d7721d8bcdd2f,1,"Footlong Steak, Egg & Cheese Flatbread",Subway,900,320.0,36.0,12.0,0.0,390.0,2560.0,8.0,56.0,0,"['footlong', 'steak', 'egg', 'cheese', 'flatbread']","['footlong', 'steak', 'egg', 'chees', 'flatbread']"
464,f762ef22-e660-434f-9071-a10ea6691c27,item,c64053305b09f675f9e7e487,1,6 inch Egg & Cheese Flatbread,Subway,380,140.0,15.0,5.0,0.0,170.0,950.0,2.0,19.0,0,"['6', 'inch', 'egg', 'cheese', 'flatbread']","['6', 'inch', 'egg', 'chees', 'flatbread']"
465,f762ef22-e660-434f-9071-a10ea6691c27,item,c640533069b4ac5de437da9f,1,"6 inch Bacon, Egg & Cheese Flatbread",Subway,460,190.0,21.0,7.0,0.0,180.0,1370.0,3.0,25.0,0,"['6', 'inch', 'bacon', 'egg', 'cheese', 'flatbread']","['6', 'inch', 'bacon', 'egg', 'chees', 'flatbread']"
466,f762ef22-e660-434f-9071-a10ea6691c27,item,c640533070131af9c961bc93,1,"Footlong Bacon, Egg & Cheese Flatbread",Subway,920,380.0,42.0,14.0,0.0,360.0,2740.0,6.0,50.0,0,"['footlong', 'bacon', 'egg', 'cheese', 'flatbread']","['footlong', 'bacon', 'egg', 'chees', 'flatbread']"
467,f762ef22-e660-434f-9071-a10ea6691c27,item,c64053309118ae822703edc0,1,Cheese Flatizza,Subway,400,150.0,16.0,8.0,0.0,35.0,810.0,3.0,21.0,0,"['cheese', 'flatizza']","['chees', 'flatizza']"
468,f762ef22-e660-434f-9071-a10ea6691c27,item,c640533091c15bce2c7a76ac,1,Footlong Crunchy Chicken Enchilada,Subway,1160,480.0,52.0,14.0,1.0,40.0,2240.0,20.0,52.0,0,"['footlong', 'crunchy', 'chicken', 'enchilada']","['footlong', 'crunchi', 'chicken', 'enchilada']"
469,f762ef22-e660-434f-9071-a10ea6691c27,item,c6405330b96104d6ce3f6dff,1,Footlong Turkey & Bacon,Subway,720,160.0,18.0,6.0,0.0,60.0,2380.0,16.0,46.0,0,"['footlong', 'turkey', 'bacon']","['footlong', 'turkey', 'bacon']"
470,f762ef22-e660-434f-9071-a10ea6691c27,item,c6405330ed986d57cb64a4af,1,Footlong Egg Salad,Subway,960,460.0,52.0,10.0,0.0,510.0,900.0,14.0,34.0,0,"['footlong', 'egg', 'salad']","['footlong', 'egg', 'salad']"
471,f762ef22-e660-434f-9071-a10ea6691c27,item,c64053390b881978155acb60,1,Brownie,Subway,370,150.0,17.0,6.0,0.0,30.0,125.0,32.0,5.0,0,['brownie'],['browni']
472,f762ef22-e660-434f-9071-a10ea6691c27,item,c640533932d74230519396ed,1,Creamy Sriracha,Subway,40,30.0,3.5,0.5,0.0,5.0,240.0,1.0,0.0,1,"['creamy', 'sriracha']","['creami', 'sriracha']"
473,f762ef22-e660-434f-9071-a10ea6691c27,item,c640533942a796b101772e88,1,Triple Berry Muffin,Subway,400,150.0,17.0,4.5,0.0,50.0,430.0,30.0,7.0,1,"['triple', 'berry', 'muffin']","['tripl', 'berri', 'muffin']"
474,f762ef22-e660-434f-9071-a10ea6691c27,item,c640533966c79f8569eff949,1,Savory Caesar,Subway,130,120.0,14.0,2.5,0.0,10.0,220.0,1.0,1.0,1,"['savory', 'caesar']","['savori', 'caesar']"
475,f762ef22-e660-434f-9071-a10ea6691c27,item,c64053399a21b6ea9a24182a,1,BBQ Rib Patty,Subway,260,200.0,22.0,0.5,0.0,45.0,470.0,3.0,12.0,0,"['bbq', 'rib', 'patty']","['bbq', 'rib', 'patti']"
476,f762ef22-e660-434f-9071-a10ea6691c27,item,c6405339dd59006314ed1698,1,Signature Horseradish Sauce,Subway,110,100.0,11.0,2.0,0.0,5.0,210.0,2.0,0.0,1,"['signature', 'horseradish', 'sauce']","['signatur', 'horseradish', 'sauc']"
477,f762ef22-e660-434f-9071-a10ea6691c27,item,c6405339f88f805bd666d9ab,1,Corned Beef,Subway,150,30.0,3.0,3.0,0.0,65.0,1070.0,4.0,26.0,0,"['corned', 'beef']","['corn', 'beef']"
478,f762ef22-e660-434f-9071-a10ea6691c27,item,ddee3980ba2c92b252e6a68d,1,Rotisserie-Style Chicken,Subway,120,30.0,3.5,0.0,0.0,55.0,380.0,0.0,21.0,1,"['rotisseriestyle', 'chicken']","['rotisseriestyl', 'chicken']"
479,f762ef22-e660-434f-9071-a10ea6691c27,item,1521271600c82028cee4da9f,1,"Orange Peach Mango Yogurt, Mini",Pinkberry,80,0.0,0.0,0.0,0.0,0.0,40.0,15.0,3.0,1,"['orange', 'peach', 'mango', 'yogurt', 'mini']","['orang', 'peach', 'mango', 'yogurt', 'mini']"
480,f762ef22-e660-434f-9071-a10ea6691c27,item,1521271601161560536a1505,1,"Chocolate Banana Smoothie, 24 fl oz",Pinkberry,760,130.0,14.0,4.5,0.0,10.0,310.0,113.0,24.0,0,"['chocolate', 'banana', 'smoothie', '24', 'fl', 'oz']","['chocol', 'banana', 'smoothi', '24', 'fl', 'oz']"
481,f762ef22-e660-434f-9071-a10ea6691c27,item,152127160e5458ec33fb6344,1,"Cookie Butter Reduced-Fat Milk Ice Cream, Medium",Pinkberry,410,120.0,14.0,6.0,0.0,30.0,260.0,45.0,16.0,0,"['cookie', 'butter', 'reducedfat', 'milk', 'ice', 'cream', 'medium']","['cooki', 'butter', 'reducedfat', 'milk', 'ice', 'cream', 'medium']"
482,f762ef22-e660-434f-9071-a10ea6691c27,item,1521271635ccaaacc600f4ff,1,"Pineapple Orange Banana Yogurt, Mini",Pinkberry,80,0.0,0.0,0.0,0.0,0.0,40.0,15.0,3.0,1,"['pineapple', 'orange', 'banana', 'yogurt', 'mini']","['pineappl', 'orang', 'banana', 'yogurt', 'mini']"
483,f762ef22-e660-434f-9071-a10ea6691c27,item,1521271639a2f20cbc56978e,1,"Mint Chocolate Cookie Yogurt, Mini",Pinkberry,130,25.0,2.5,1.5,0.0,0.0,80.0,19.0,4.0,1,"['mint', 'chocolate', 'cookie', 'yogurt', 'mini']","['mint', 'chocol', 'cooki', 'yogurt', 'mini']"
484,f762ef22-e660-434f-9071-a10ea6691c27,item,15212716ad4ea1a26169a129,1,"Chocolate Reduced-Fat Milk Ice Cream, Mini",Pinkberry,120,25.0,3.0,2.0,0.0,10.0,75.0,13.0,6.0,1,"['chocolate', 'reducedfat', 'milk', 'ice', 'cream', 'mini']","['chocol', 'reducedfat', 'milk', 'ice', 'cream', 'mini']"
485,f762ef22-e660-434f-9071-a10ea6691c27,item,15212716df24416b37786420,1,"Cookie Butter Reduced-Fat Milk Ice Cream, Mini",Pinkberry,150,45.0,5.0,2.0,0.0,10.0,100.0,17.0,6.0,1,"['cookie', 'butter', 'reducedfat', 'milk', 'ice', 'cream', 'mini']","['cooki', 'butter', 'reducedfat', 'milk', 'ice', 'cream', 'mini']"
486,f762ef22-e660-434f-9071-a10ea6691c27,item,15212716e28488db5d2892f5,1,"Cookies n Cream Reduced-Fat Milk Ice Cream, Medium",Pinkberry,380,90.0,10.0,5.0,0.0,30.0,300.0,46.0,16.0,0,"['cookies', 'n', 'cream', 'reducedfat', 'milk', 'ice', 'cream', 'medium']","['cooki', 'n', 'cream', 'reducedfat', 'milk', 'ice', 'cream', 'medium']"
487,f762ef22-e660-434f-9071-a10ea6691c27,item,15212716f0a8489b472cc06d,1,"Coconut Milk, Cold Brew, Small",Pinkberry,170,60.0,7.0,0.0,0.0,0.0,230.0,18.0,1.0,1,"['coconut', 'milk', 'cold', 'brew', 'small']","['coconut', 'milk', 'cold', 'brew', 'small']"
488,f762ef22-e660-434f-9071-a10ea6691c27,item,23cb538544e3505d8f0e55a6,1,Mini Peanut Butter cups Topping,Pinkberry,80,45.0,5.0,4.0,0.0,0.0,15.0,6.0,1.0,1,"['mini', 'peanut', 'butter', 'cups', 'topping']","['mini', 'peanut', 'butter', 'cup', 'top']"
489,f762ef22-e660-434f-9071-a10ea6691c27,item,23cb538581950de24fdae26d,1,Cinnamon Crumble Topping,Pinkberry,50,20.0,2.0,1.5,0.0,5.0,10.0,3.0,1.0,1,"['cinnamon', 'crumble', 'topping']","['cinnamon', 'crumbl', 'top']"
490,f762ef22-e660-434f-9071-a10ea6691c27,item,32f127001127229412f2ea60,1,"Original Yogurt, Medium",Pinkberry,240,5.0,0.0,0.0,0.0,5.0,150.0,47.0,9.0,0,"['original', 'yogurt', 'medium']","['origin', 'yogurt', 'medium']"
491,f762ef22-e660-434f-9071-a10ea6691c27,item,32f127001479fe202e530ce0,1,"Pineapple Yogurt, Large",Pinkberry,340,5.0,0.5,0.0,0.0,5.0,170.0,68.0,11.0,0,"['pineapple', 'yogurt', 'large']","['pineappl', 'yogurt', 'larg']"
492,f762ef22-e660-434f-9071-a10ea6691c27,item,32f127002f081b0c4b011e71,1,"Orange Tang Yogurt, Medium",Pinkberry,270,5.0,0.0,0.0,0.0,5.0,160.0,55.0,9.0,0,"['orange', 'tang', 'yogurt', 'medium']","['orang', 'tang', 'yogurt', 'medium']"
493,f762ef22-e660-434f-9071-a10ea6691c27,item,32f1270030de6ee0b7450df6,1,"Pineapple Orange Banana Yogurt, Small",Pinkberry,130,0.0,0.0,0.0,0.0,0.0,70.0,25.0,4.0,1,"['pineapple', 'orange', 'banana', 'yogurt', 'small']","['pineappl', 'orang', 'banana', 'yogurt', 'small']"
494,f762ef22-e660-434f-9071-a10ea6691c27,item,32f1270036bf743c1ea6ea28,1,"Peanut Butter Yogurt, Small",Pinkberry,250,90.0,10.0,1.5,0.0,5.0,230.0,26.0,9.0,1,"['peanut', 'butter', 'yogurt', 'small']","['peanut', 'butter', 'yogurt', 'small']"
495,f762ef22-e660-434f-9071-a10ea6691c27,item,32f1270037a852f875273309,1,"Meyer Lemon Yogurt, Small",Pinkberry,160,5.0,0.0,0.0,0.0,5.0,90.0,31.0,6.0,0,"['meyer', 'lemon', 'yogurt', 'small']","['meyer', 'lemon', 'yogurt', 'small']"
496,f762ef22-e660-434f-9071-a10ea6691c27,item,32f1270046a99af5fe8511cf,1,Gummy Bears Topping,Pinkberry,40,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,1,"['gummy', 'bears', 'topping']","['gummi', 'bear', 'top']"
497,f762ef22-e660-434f-9071-a10ea6691c27,item,32f12700494c153935627870,1,"Orange Tang Yogurt, Large",Pinkberry,440,5.0,1.0,0.0,0.0,5.0,260.0,89.0,14.0,0,"['orange', 'tang', 'yogurt', 'large']","['orang', 'tang', 'yogurt', 'larg']"
498,f762ef22-e660-434f-9071-a10ea6691c27,item,32f1270063693d25e060cec7,1,"Meyer Lemon Yogurt, Medium",Pinkberry,260,5.0,0.5,0.0,0.0,5.0,150.0,50.0,9.0,0,"['meyer', 'lemon', 'yogurt', 'medium']","['meyer', 'lemon', 'yogurt', 'medium']"
499,f762ef22-e660-434f-9071-a10ea6691c27,item,32f1270068708a35c0e06e4f,1,"Chocolate Reduced-Fat Milk Ice Cream, Medium",Pinkberry,310,70.0,8.0,4.5,0.0,25.0,190.0,36.0,16.0,0,"['chocolate', 'reducedfat', 'milk', 'ice', 'cream', 'medium']","['chocol', 'reducedfat', 'milk', 'ice', 'cream', 'medium']"
500,f762ef22-e660-434f-9071-a10ea6691c27,item,32f1270070f481ed3f0a1318,1,"Vanilla Bean Yogurt, Large",Pinkberry,400,5.0,1.0,0.0,0.0,10.0,280.0,75.0,15.0,0,"['vanilla', 'bean', 'yogurt', 'large']","['vanilla', 'bean', 'yogurt', 'larg']"
501,f762ef22-e660-434f-9071-a10ea6691c27,item,32f1270098a054d244ce1b41,1,"Pink Lemonade Yogurt, Small",Pinkberry,170,5.0,0.0,0.0,0.0,5.0,100.0,34.0,5.0,0,"['pink', 'lemonade', 'yogurt', 'small']","['pink', 'lemonad', 'yogurt', 'small']"
502,f762ef22-e660-434f-9071-a10ea6691c27,item,32f127009c0e1df22d873434,1,"Original Yogurt, Take Home",Pinkberry,750,15.0,1.5,0.0,0.0,15.0,470.0,148.0,29.0,0,"['original', 'yogurt', 'take', 'home']","['origin', 'yogurt', 'take', 'home']"
503,f762ef22-e660-434f-9071-a10ea6691c27,item,32f12700a6455beee1469df3,1,"Chocolate Reduced-Fat Milk Ice Cream, Take Home",Pinkberry,960,210.0,24.0,15.0,0.5,85.0,610.0,112.0,51.0,0,"['chocolate', 'reducedfat', 'milk', 'ice', 'cream', 'take', 'home']","['chocol', 'reducedfat', 'milk', 'ice', 'cream', 'take', 'home']"
504,f762ef22-e660-434f-9071-a10ea6691c27,item,32f12700a9ba4712b0ee22ae,1,"Mint Chocolate Cookie Yogurt, Medium",Pinkberry,350,60.0,7.0,4.5,0.0,5.0,220.0,50.0,9.0,0,"['mint', 'chocolate', 'cookie', 'yogurt', 'medium']","['mint', 'chocol', 'cooki', 'yogurt', 'medium']"
505,f762ef22-e660-434f-9071-a10ea6691c27,item,32f12700c2bcb2e3d0962bff,1,"Cinnamon Churro Yogurt, Medium",Pinkberry,290,35.0,3.5,2.0,0.0,10.0,170.0,47.0,10.0,0,"['cinnamon', 'churro', 'yogurt', 'medium']","['cinnamon', 'churro', 'yogurt', 'medium']"
506,f762ef22-e660-434f-9071-a10ea6691c27,item,32f12700cf70ca0b3ab72df4,1,"Vanilla Latte Yogurt, Small",Pinkberry,150,0.0,0.0,0.0,0.0,5.0,105.0,28.0,6.0,1,"['vanilla', 'latte', 'yogurt', 'small']","['vanilla', 'latt', 'yogurt', 'small']"
507,f762ef22-e660-434f-9071-a10ea6691c27,item,32f12700e332b343e1b11943,1,"Just Fruit Tropical Mango, Medium",Pinkberry,240,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0,"['just', 'fruit', 'tropical', 'mango', 'medium']","['fruit', 'tropic', 'mango', 'medium']"
508,f762ef22-e660-434f-9071-a10ea6691c27,item,32f12700f5374813d96432c7,1,"Milk Low-Fat Ice Cream, Medium",Pinkberry,280,50.0,6.0,3.5,0.0,30.0,360.0,37.0,15.0,0,"['milk', 'lowfat', 'ice', 'cream', 'medium']","['milk', 'lowfat', 'ice', 'cream', 'medium']"
509,f762ef22-e660-434f-9071-a10ea6691c27,item,32f12700fb16946ffae5675f,1,"Milk Low-Fat Ice Cream, Large",Pinkberry,450,80.0,9.0,6.0,0.0,45.0,580.0,61.0,24.0,0,"['milk', 'lowfat', 'ice', 'cream', 'large']","['milk', 'lowfat', 'ice', 'cream', 'larg']"
510,f762ef22-e660-434f-9071-a10ea6691c27,item,516d9a41e3afed032c7dae61,1,Almond Roca Topping,Pinkberry,50,35.0,3.5,2.0,0.0,5.0,30.0,4.0,1.0,1,"['almond', 'roca', 'topping']","['almond', 'roca', 'top']"
511,f762ef22-e660-434f-9071-a10ea6691c27,item,516d9a41e3afed032c7dae66,1,Chocolate Chips Topping,Pinkberry,60,30.0,3.0,2.0,0.0,0.0,0.0,7.0,1.0,1,"['chocolate', 'chips', 'topping']","['chocol', 'chip', 'top']"
512,f762ef22-e660-434f-9071-a10ea6691c27,item,516d9a41e3afed032c7dae6c,1,Coconut Topping,Pinkberry,25,15.0,1.5,1.5,0.0,0.0,10.0,2.0,0.0,1,"['coconut', 'topping']","['coconut', 'top']"
513,f762ef22-e660-434f-9071-a10ea6691c27,item,516d9a41e3afed032c7dae78,1,Mochi Topping,Pinkberry,60,0.0,0.0,0.0,0.0,0.0,30.0,5.0,1.0,1,"['mochi', 'topping']","['mochi', 'top']"
514,f762ef22-e660-434f-9071-a10ea6691c27,item,516d9a41e3afed032c7dae85,1,Yogurt Chips Topping,Pinkberry,60,25.0,3.0,2.5,0.0,0.0,10.0,8.0,0.0,1,"['yogurt', 'chips', 'topping']","['yogurt', 'chip', 'top']"
515,f762ef22-e660-434f-9071-a10ea6691c27,item,516d9a41e3afed032c7daeb4,1,Honeydew Topping,Pinkberry,5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1,"['honeydew', 'topping']","['honeydew', 'top']"
516,f762ef22-e660-434f-9071-a10ea6691c27,item,516d9a41e3afed032c7daeb9,1,Pineapple Topping,Pinkberry,10,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,"['pineapple', 'topping']","['pineappl', 'top']"
517,f762ef22-e660-434f-9071-a10ea6691c27,item,516d9a41e3afed032c7daeba,1,Pomegranate Seeds Topping,Pinkberry,10,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1,"['pomegranate', 'seeds', 'topping']","['pomegran', 'seed', 'top']"
518,f762ef22-e660-434f-9071-a10ea6691c27,item,516d9a41e3afed032c7daec1,1,Chocolate Flavored Sauce Topping,Pinkberry,15,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1,"['chocolate', 'flavored', 'sauce', 'topping']","['chocol', 'flavor', 'sauc', 'top']"
519,f762ef22-e660-434f-9071-a10ea6691c27,item,516d9a41e3afed032c7daec6,1,Pomegranate Juice Topping,Pinkberry,30,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1,"['pomegranate', 'juice', 'topping']","['pomegran', 'juic', 'top']"
520,f762ef22-e660-434f-9071-a10ea6691c27,item,5266a0bf9f05a39eb3005766,1,Agave Nectar Topping,Pinkberry,25,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1,"['agave', 'nectar', 'topping']","['agav', 'nectar', 'top']"
521,f762ef22-e660-434f-9071-a10ea6691c27,item,15211787770ef1f9362f4050,1,Super Supreme - Small Express Hand Tossed Pizza,Pizza Hut,340,150.0,17.0,7.0,0.0,40.0,700.0,2.0,14.0,1,"['super', 'supreme', 'small', 'express', 'hand', 'tossed', 'pizza']","['super', 'suprem', 'small', 'express', 'hand', 'toss', 'pizza']"
522,f762ef22-e660-434f-9071-a10ea6691c27,item,15211787ae56500263906d05,1,Chicken Supreme - Express Personal Pan Pizza,Pizza Hut,150,45.0,5.0,2.0,0.0,15.0,310.0,2.0,7.0,1,"['chicken', 'supreme', 'express', 'personal', 'pan', 'pizza']","['chicken', 'suprem', 'express', 'person', 'pan', 'pizza']"
523,f762ef22-e660-434f-9071-a10ea6691c27,item,15211787e49f3223ac0a612e,1,Beef - Express Personal Pan Pizza,Pizza Hut,180,80.0,9.0,3.5,0.0,20.0,410.0,2.0,7.0,1,"['beef', 'express', 'personal', 'pan', 'pizza']","['beef', 'express', 'person', 'pan', 'pizza']"
524,f762ef22-e660-434f-9071-a10ea6691c27,item,152181265712744d07684758,1,Buffalo Chicken - Heart Shape Pizza,Pizza Hut,1350,370.0,41.0,21.0,1.5,160.0,4180.0,11.0,68.0,0,"['buffalo', 'chicken', 'heart', 'shape', 'pizza']","['buffalo', 'chicken', 'heart', 'shape', 'pizza']"
525,f762ef22-e660-434f-9071-a10ea6691c27,item,15218352695d89759ee869ca,1,Express Sandwich - Black Forest Ham & Cheese,Pizza Hut,730,290.0,32.0,9.0,0.0,70.0,2030.0,9.0,36.0,0,"['express', 'sandwich', 'black', 'forest', 'ham', 'cheese']","['express', 'sandwich', 'black', 'forest', 'ham', 'chees']"
526,f762ef22-e660-434f-9071-a10ea6691c27,item,1521835270638779254e6cac,1,Express Sandwich - Roasted Turkey & Provolone,Pizza Hut,720,280.0,31.0,9.0,0.0,65.0,1990.0,10.0,36.0,0,"['express', 'sandwich', 'roasted', 'turkey', 'provolone']","['express', 'sandwich', 'roast', 'turkey', 'provolon']"
527,f762ef22-e660-434f-9071-a10ea6691c27,item,15218352c51d0f3f598bbdbd,1,Express Salads - Garden,Pizza Hut,210,80.0,9.0,3.5,0.0,20.0,460.0,5.0,9.0,1,"['express', 'salads', 'garden']","['express', 'salad', 'garden']"
528,f762ef22-e660-434f-9071-a10ea6691c27,item,23cb59556b4d9e61350187e4,1,Garlic Bread with Cheese,Pizza Hut,210,110.0,13.0,5.0,0.0,20.0,390.0,0.0,7.0,1,"['garlic', 'bread', 'with', 'cheese']","['garlic', 'bread', 'chees']"
529,f762ef22-e660-434f-9071-a10ea6691c27,item,23cb68380e0868b4c384b3eb,1,Meat Lover's - Large Original Pan Slice,Pizza Hut,460,240.0,27.0,10.0,0.0,55.0,970.0,2.0,19.0,0,"['meat', 'lovers', 'large', 'original', 'pan', 'slice']","['meat', 'lover', 'larg', 'origin', 'pan', 'slice']"
530,f762ef22-e660-434f-9071-a10ea6691c27,item,23cb68380e68e924d051921b,1,Super Supreme - Medium Original Pan Slice,Pizza Hut,310,150.0,16.0,6.0,0.0,35.0,670.0,2.0,13.0,1,"['super', 'supreme', 'medium', 'original', 'pan', 'slice']","['super', 'suprem', 'medium', 'origin', 'pan', 'slice']"
531,f762ef22-e660-434f-9071-a10ea6691c27,item,23cb68381a36bb2476d38315,1,BBQ Beef - Medium Hand Tossed Slice,Pizza Hut,240,80.0,9.0,4.0,0.0,25.0,480.0,4.0,11.0,1,"['bbq', 'beef', 'medium', 'hand', 'tossed', 'slice']","['bbq', 'beef', 'medium', 'hand', 'toss', 'slice']"
532,f762ef22-e660-434f-9071-a10ea6691c27,item,23cb68381a3c50749d64f17a,1,Ultimate Cheese Lover's - 18 inch Slice,Pizza Hut,470,190.0,21.0,9.0,0.0,50.0,820.0,2.0,21.0,0,"['ultimate', 'cheese', 'lovers', '18', 'inch', 'slice']","['ultim', 'chees', 'lover', '18', 'inch', 'slice']"
533,f762ef22-e660-434f-9071-a10ea6691c27,item,23cb6838239c7c605d39126d,1,Fiesta Taco (Chicken) - Personal Pan Pizza Slice,Pizza Hut,180,60.0,7.0,2.0,0.0,15.0,340.0,2.0,8.0,1,"['fiesta', 'taco', 'chicken', 'personal', 'pan', 'pizza', 'slice']","['fiesta', 'taco', 'chicken', 'person', 'pan', 'pizza', 'slice']"
534,f762ef22-e660-434f-9071-a10ea6691c27,item,23cb683825c6bfb4ebac9b2f,1,Chicken-Bacon Parmesan - Small Hand Tossed Slice,Pizza Hut,150,50.0,6.0,2.5,0.0,15.0,270.0,1.0,7.0,1,"['chickenbacon', 'parmesan', 'small', 'hand', 'tossed', 'slice']","['chickenbacon', 'parmesan', 'small', 'hand', 'toss', 'slice']"
535,f762ef22-e660-434f-9071-a10ea6691c27,item,23cb68383217bdf8e9b6acc7,1,Cheese - Medium Thin 'N Crispy Slice,Pizza Hut,190,60.0,7.0,4.0,0.0,25.0,440.0,3.0,10.0,1,"['cheese', 'medium', 'thin', 'n', 'crispy', 'slice']","['chees', 'medium', 'thin', 'n', 'crispi', 'slice']"
536,f762ef22-e660-434f-9071-a10ea6691c27,item,23cb6838325f94a097f87592,1,Meat Lover's - Small Original Pan Slice,Pizza Hut,180,90.0,10.0,3.5,0.0,20.0,410.0,2.0,8.0,1,"['meat', 'lovers', 'small', 'original', 'pan', 'slice']","['meat', 'lover', 'small', 'origin', 'pan', 'slice']"
537,f762ef22-e660-434f-9071-a10ea6691c27,item,23cb683833fa7a3ce9c7876f,1,Meat Lover's - 18 inch Slice,Pizza Hut,500,210.0,23.0,10.0,0.0,60.0,1100.0,3.0,22.0,0,"['meat', 'lovers', '18', 'inch', 'slice']","['meat', 'lover', '18', 'inch', 'slice']"
538,f762ef22-e660-434f-9071-a10ea6691c27,item,23cb6838384f22a4d231b243,1,Buffalo Chicken - Medium Original Pan Slice,Pizza Hut,240,80.0,9.0,3.5,0.0,20.0,680.0,2.0,11.0,1,"['buffalo', 'chicken', 'medium', 'original', 'pan', 'slice']","['buffalo', 'chicken', 'medium', 'origin', 'pan', 'slice']"
539,f762ef22-e660-434f-9071-a10ea6691c27,item,23cb683845dac6a11380abfc,1,Super Supreme - Small Thin 'N Crispy Slice,Pizza Hut,150,70.0,8.0,3.0,0.0,20.0,390.0,2.0,7.0,1,"['super', 'supreme', 'small', 'thin', 'n', 'crispy', 'slice']","['super', 'suprem', 'small', 'thin', 'n', 'crispi', 'slice']"
540,f762ef22-e660-434f-9071-a10ea6691c27,item,23cb6838496f76adcd9e918f,1,Fiesta Taco (Chicken) - Small Thin 'N Crispy Slice,Pizza Hut,130,40.0,4.5,1.5,0.0,10.0,270.0,2.0,6.0,1,"['fiesta', 'taco', 'chicken', 'small', 'thin', 'n', 'crispy', 'slice']","['fiesta', 'taco', 'chicken', 'small', 'thin', 'n', 'crispi', 'slice']"
541,f762ef22-e660-434f-9071-a10ea6691c27,item,23cb68385e0d98759ca7afaa,1,Veggie Lover's - Rectangle Slice,Pizza Hut,220,70.0,8.0,3.0,0.0,15.0,440.0,2.0,9.0,1,"['veggie', 'lovers', 'rectangle', 'slice']","['veggi', 'lover', 'rectangl', 'slice']"
542,f762ef22-e660-434f-9071-a10ea6691c27,item,23cb683860bb8e7d1bc06840,1,Pepperoni Lover's - Small Original Pan Slice,Pizza Hut,170,80.0,8.0,3.5,0.0,20.0,360.0,2.0,7.0,1,"['pepperoni', 'lovers', 'small', 'original', 'pan', 'slice']","['pepperoni', 'lover', 'small', 'origin', 'pan', 'slice']"
543,f762ef22-e660-434f-9071-a10ea6691c27,item,23cb683863433825cf5f04db,1,Meat Lover's - Small Thin 'N Crispy Slice,Pizza Hut,150,70.0,8.0,3.5,0.0,20.0,380.0,2.0,7.0,1,"['meat', 'lovers', 'small', 'thin', 'n', 'crispy', 'slice']","['meat', 'lover', 'small', 'thin', 'n', 'crispi', 'slice']"
544,f762ef22-e660-434f-9071-a10ea6691c27,item,23cb6838643d21e9aee2d11a,1,Fiesta Taco (Beef) - Medium Original Pan Slice,Pizza Hut,310,130.0,14.0,4.5,0.0,20.0,560.0,2.0,11.0,1,"['fiesta', 'taco', 'beef', 'medium', 'original', 'pan', 'slice']","['fiesta', 'taco', 'beef', 'medium', 'origin', 'pan', 'slice']"
